Home Scoring,Home Pass Yds,Home Rush Yds,Home Fumbles,Home Ints,Away Scoring,Away Pass Yds,Away Rush Yds,Away Fumbles,Away Ints,Home Field Adv,Target
21.66666667,248.5,106.1666667,1,1.333333333,27.83333333,241.6666667,121.5,1.166666667,0.833333333,0.333333333,1
21.66666667,249.6666667,122.3333333,2.333333333,1.5,24.5,193.6666667,100.5,1,0.5,0.333333333,0
19.5,225.6666667,112.5,1.666666667,1,27.66666667,277,91.66666667,0.666666667,0.833333333,0.333333333,0
24.16666667,226.5,118.6666667,0.333333333,0.5,19,282.3333333,95.66666667,1.666666667,1.166666667,0,1
21.33333333,269,85.33333333,2.666666667,0.666666667,21.5,316.3333333,96.66666667,1,1,0,1
17.83333333,222.1666667,92.16666667,1.666666667,1,21.16666667,255.5,96.16666667,1.333333333,1,0,0
19.83333333,276.5,98.66666667,2.666666667,1,21.16666667,271.5,110.6666667,0.333333333,1,0,0
23.83333333,322.6666667,101,0.833333333,1.333333333,20.33333333,246.5,120.5,0.833333333,0.833333333,0,1
28.5,291.1666667,138.3333333,1,1,31,377.3333333,111.5,0.833333333,1.333333333,0,0
26.83333333,277.5,104.5,1.333333333,0.166666667,22,304.1666667,65.5,1.833333333,1.333333333,0.333333333,1
24.33333333,236.5,132.1666667,1.333333333,1.166666667,20.5,281.6666667,83,1.666666667,1.5,0.333333333,1
24,247.3333333,102.6666667,1.833333333,1.166666667,17.66666667,234,102,2.166666667,0.5,0,1
15,257.25,90.75,1.375,1.25,20,228.25,93.125,0.75,0.375,0.25,1
14.125,178.625,106.75,1.75,0.875,20.625,239.25,111.125,0.625,1.125,0,0
27.5,265.5,142.25,0.875,0.75,22.625,233.875,143.75,1,0.875,0,0
23.625,227.5,106.5,1.375,0.75,19.625,221.25,121.875,1.625,1,0,0
23.375,313.875,99.625,0.75,0.875,28.625,283.5,131.375,1.375,0.75,0,0
29.25,248.625,138.25,0.625,0.75,24.625,281.875,146.5,1.625,1.625,0,1
24.875,255.75,96.25,0.875,0.5,18.125,241.25,92,1.75,1,0.25,0
20.5,235.625,131.25,0.875,0.75,22.75,283.125,92.875,1.5,0.875,0,1
21.375,242.375,97.125,1.875,0.375,19.875,272.25,95.5,1.625,1.25,0.25,1
28.75,290.625,126.625,0.75,1.375,24.75,314,89.875,1.625,1.5,0.25,1
20.75,222.125,94.125,1,1.25,25.25,305.25,102.375,1.5,1,0.25,0
23.375,320.125,85.375,1.25,1.5,31.625,306.25,103.375,1.125,1.125,0.25,0
29.125,313.125,99.375,1.5,0.75,21.25,237.625,104.625,2,1.375,0.5,1
24.6,247.8,126.4,1.3,0.8,18.1,212.8,85.3,1.6,0.2,0.2,1
23.6,251.9,117,1.2,0.9,24.6,313.1,102.9,1,1.2,0.2,1
21.7,255.7,105.4,0.8,1.2,14.8,177.8,114.7,1.5,0.7,0.2,1
24.7,292.8,111.1,1.1,1.7,28.7,263.2,130.2,1.4,1,0.2,1
31.425,289.85,139.375,1.275,0.675,16.85,268.05,84.15,2.1,1.125,0.35,1
23.7,286,86.1,1.7,1.2,23.1,219,116,1.5,0.8,0.2,0
23.575,237.825,133.475,1.025,0.925,20.375,261.55,125.05,2.75,1.275,-0.1,0
25.225,216.675,143.15,1.125,0.775,22.55,280.9,104.275,1.35,0.875,0.35,1
24.375,234.925,114.775,1.5,0.875,19.825,253.075,102.65,1.675,1.25,0.1,1
21.2,251.9,109.2,1,0.9,28.2,311.8,119.4,1.3,0.7,-0.2,1
29.125,312.9,95.175,0.6,1.1,24.275,337.3,96.575,1.9,1.575,0.1,1
21.3,267.9,88.9,1.2,1,23.3,232.8,147.8,1.2,0.6,0,1
25.1,275.1,91.85,1.15,0.75,21.125,238.675,125.025,1.2,1.325,0.1,1
20.83333333,261.2333333,86.8,1,0.9,21.15,248.6833333,115.5833333,0.916666667,1.016666667,0.1,0
21.5,264.5,119.6,1.6,1,23.3,252.3,104.3,1.1,0.9,0.2,0
22.98333333,208.8333333,97.21666667,1.016666667,0.916666667,22.91666667,261.6833333,127.4,1.9,1.45,0.1,1
21.3,259.9,89.7,1.4,0.8,21.1,218.7,106.4,1.5,0.8,-0.2,1
19.38333333,271.4166667,113.1666667,1.816666667,1.25,23.18333333,239.9,125.0666667,1.366666667,1.15,0.1,1
20.41666667,269,116.8333333,1,0.833333333,24.25,267.3333333,109.4166667,1.75,0.75,0,0
27.08333333,292.9166667,94.16666667,1.5,1.083333333,20.75,231.6666667,119.75,1.083333333,1.166666667,0,0
18.1,217.3833333,107.9166667,1.45,0.783333333,22.01666667,272.7333333,120.5666667,0.983333333,0.9,0.1,0
19.58333333,253.8333333,112.5,1.083333333,1.083333333,28.5,314.5,90.5,0.833333333,0.833333333,0,0
25.2,293.5,123.3,2,1.2,17,249.1,83.6,2,0.8,0.2,1
28.33333333,236.25,139.8,1.166666667,0.833333333,20.2,244,120.2833333,1.283333333,0.916666667,-0.1,0
28.33333333,312.9166667,122.25,1,0.916666667,21.25,244.9166667,96.58333333,1.083333333,0.416666667,0.166666667,1
13.1,193.55,99.63333333,2.3,1.1,25.8,238.8833333,118.3,1.15,0.9,0.1,1
15.95238095,241.452381,104.3571429,1.833333333,0.535714286,31.32142857,295.5952381,154.9880952,0.952380952,0.904761905,-0.071428571,1
25.66666667,262.5,110.5833333,1.25,0.75,16.58333333,234.25,91.91666667,2.416666667,1.166666667,0,1
25.4047619,265.2142857,107.5952381,1.154761905,0.714285714,19.17857143,220.2142857,109.3214286,1.130952381,0.714285714,-0.071428571,1
25,283.6666667,104.3333333,1,0.583333333,19.75,256.5833333,119.9166667,2.083333333,1.166666667,0,1
22.92857143,240.2142857,121.6428571,0.714285714,0.857142857,15.35714286,185.5714286,111.6428571,1.714285714,1,0.142857143,1
24.57142857,298.2142857,108,0.928571429,1.071428571,23.64285714,214.5,143.2142857,1.071428571,0.571428571,0,0
25.33333333,242.3333333,129.25,1.416666667,1,21.91666667,271.8333333,121.25,1.166666667,1.833333333,0,1
20.03571429,211.0833333,121.8809524,1.392857143,1.297619048,26.77380952,272.1547619,105.6071429,1.535714286,0.535714286,0.071428571,0
23.91666667,187.3333333,125.5,1.5,0.5,16.16666667,255.5,82.91666667,1.666666667,1,0.166666667,1
22.03571429,307.6190476,109.6785714,0.916666667,1.095238095,24.13095238,274.3214286,115.5714286,0.464285714,0.80952381,0.071428571,1
17.33333333,206.25,85,1.75,0.666666667,22.08333333,248.4166667,105,1.083333333,0.916666667,0.166666667,0
22.75,264.0833333,119.8333333,1.5,1.5,24.5,270.4166667,121.75,1.666666667,1.25,0.166666667,1
20.08333333,185.3333333,125.5,0.75,1.083333333,24.25,263.9166667,121.9166667,1.333333333,1.666666667,0.166666667,1
19.20535714,241.0803571,100.2767857,1.473214286,0.955357143,27.03571429,254.7142857,128.3571429,0.785714286,0.758928571,0.053571429,0
22.71428571,270.8571429,108.7857143,1.571428571,1.214285714,19.35714286,242.9285714,85.78571429,1.428571429,1,0,1
25.92857143,229.6428571,133.7142857,1.071428571,1.357142857,22.78571429,249.0714286,106.2142857,1.285714286,1.428571429,0,0
15.92857143,261.8571429,84.35714286,1.928571429,1.5,23.28571429,213.9285714,129,1.785714286,0.571428571,0.142857143,0
28.32142857,311.4821429,120.4017857,1.035714286,1.125,21.16964286,244.6339286,112.1339286,0.991071429,0.964285714,0.339285714,1
21,238.7142857,117.0714286,1.142857143,0.785714286,19.78571429,242.5,119.5,1.5,1.5,0,0
22.875,225.2321429,134.5803571,1.223214286,0.598214286,16.70535714,218.7589286,92.47321429,1.491071429,0.982142857,0.071428571,1
25.71428571,239.7857143,138.5,1.357142857,0.928571429,22.21428571,239,121.3571429,1.5,1.071428571,0,0
18.71428571,239,77.14285714,1.428571429,0.642857143,22.57142857,233.7857143,116.3571429,0.785714286,1.071428571,-0.142857143,0
23.92857143,244.3571429,132.5714286,1.5,1.071428571,19.28571429,260,109.5,1.714285714,0.571428571,0.142857143,1
21.57142857,301.7142857,109.0714286,1.428571429,1.714285714,27.78571429,267.9285714,108.7857143,0.642857143,0.857142857,0,0
26.14285714,295.8571429,121.2857143,1.285714286,1.142857143,23.85714286,320.1428571,93.28571429,0.928571429,1,0.142857143,0
18.85714286,246.0892857,102.2589286,1.785714286,0.9375,21.90178571,219.7589286,103.0625,1.178571429,0.553571429,0.071428571,0
23.5,284.1428571,144.2857143,1.428571429,1.357142857,23,236.2142857,116.5,1.142857143,1,0.142857143,0
25.9375,284.25,125.875,1.3125,1.3125,24.25,215,135.9375,1,1.3125,0.125,0
17.90972222,225.9583333,94.78472222,1.118055556,1.236111111,25.36111111,262.7777778,143.7430556,1.076388889,0.833333333,-0.069444444,0
24.9375,281.125,145,1.1875,1.125,21.5,235.1875,109.9375,1.5,1.0625,0,0
22.0625,281.0625,120.75,1.5,1.5,24.8125,244.9375,118.6875,0.9375,1.25,0.125,1
17.29861111,203.5486111,105,1.104166667,0.770833333,21.84722222,206.1458333,132.5555556,1.506944444,0.722222222,0.055555556,0
21.1875,212.5833333,99.84027778,0.708333333,0.548611111,19.63888889,265.3888889,97.41666667,1.5,0.631944444,0.180555556,0
23.20138889,245.1527778,119.3333333,0.916666667,0.784722222,26.56944444,295.5763889,111.25,0.972222222,1.236111111,0.069444444,0
18.5,231.9375,119.125,1.75,0.875,18.5,263.625,100.25,1.4375,0.9375,0.125,1
22.1875,239.1875,119.375,1.375,0.9375,23.25,223.75,133.875,1.5,1.3125,0,0
20.625,229.9375,117.875,1.5,0.75,16.875,202.6875,127.6875,1.8125,0.5625,0,0
22.25,269.5,128.1875,1,1.0625,22.6875,245.0625,101.625,1.375,0.625,0,0
15.75,223.3125,87.5,1.8125,1.125,24.5625,254.75,106.1875,1.5,0.875,0.125,1
24.375,226.5625,132.375,1.625,0.75,19.75,285.0625,79.75,1.875,1,0,1
21.6875,225.9375,129.25,1.6875,1.0625,25.8125,277.75,102.625,1.25,0.8125,0,1
23.9375,273.75,99.4375,1.4375,1.0625,24.0625,273.125,117.3125,1.25,1.4375,0,0
29.625,311.3125,99.375,0.9375,0.625,21.9375,256.5625,125.1875,1.0625,1.25,0.125,1
21.55555556,198.8888889,137.1111111,1.611111111,1.166666667,24.94444444,246,107.8333333,1.555555556,0.833333333,0.111111111,1
21.61111111,245.3333333,92.88888889,1.833333333,0.611111111,20.22222222,216.3333333,97.5,1.444444444,0.944444444,0,1
20.88888889,248.2777778,119.8333333,1.333333333,1.333333333,22.61111111,251.0555556,120.0555556,0.833333333,0.944444444,0.111111111,1
30.72222222,298.0555556,120.5,1.055555556,0.666666667,19,272.3888889,98.83333333,1.222222222,1.666666667,0.222222222,1
27.16666667,258.6111111,115.5555556,1.444444444,0.722222222,20.77777778,246.2777778,131.1111111,1.555555556,1.166666667,0.222222222,1
16.5,213.2222222,97.05555556,1.388888889,0.833333333,16.55555556,157.3888889,132.1111111,1.611111111,0.833333333,-0.111111111,1
17.66666667,241.1111111,96.33333333,1.388888889,1.555555556,22.27777778,260.9444444,122.9444444,2,0.888888889,0.111111111,0
22.88888889,229.0555556,138.8333333,0.944444444,0.722222222,25.11111111,264.6111111,125.0555556,1.444444444,1.111111111,0.111111111,0
24.77777778,233.2222222,127,0.944444444,0.611111111,17.83333333,264.4444444,84.11111111,2,1.277777778,-0.111111111,1
17.5,236.6666667,110.1111111,1.666666667,0.777777778,20.38888889,233.5555556,121.1111111,1.277777778,0.888888889,0,0
21.33333333,246.6666667,123.1666667,0.833333333,1.055555556,21.22222222,257,85.83333333,1.222222222,0.944444444,0.111111111,1
25.83333333,219.8888889,123.7222222,1.166666667,0.833333333,22.38888889,294.6666667,107.3333333,1.555555556,1.555555556,0,1
23.38888889,267.5555556,104.6111111,1,1,23.94444444,259.1666667,146.5555556,1.666666667,1.388888889,0.111111111,0
26.5,287,119.9444444,0.944444444,1.277777778,18.94444444,259.5,113.7777778,1.166666667,1.166666667,0.111111111,1
25.65,296.65,101.8,1.35,1.45,28.7,265.7,118.15,1.35,1,0,0
21.8,277.25,110.25,1.5,0.75,19.95,230.7,106.85,1.4,1.15,0,1
20.05,261.75,86.75,2.2,1.15,21.6,216,113.7,1.55,0.75,0.1,1
17.8,244.05,116.9,1.4,0.75,21.85,238.2,120.8,1.65,1.1,-0.1,0
23.55,263.3,105.4,1.15,0.85,18.85,248.85,111.95,1.1,1.2,0.1,1
24.05,246.75,109.5,1.5,1.25,22.7,219.55,121.25,1.3,1.4,0,1
21.45,205.75,122.7,1,0.9,17,228,90.85,1.75,0.6,0.2,1
25.3,271.95,110.65,1.05,0.8,20.65,231.3,114.25,1.15,0.95,0,1
14.55,171.8,105.7,1.5,1.15,22.65,226.7,134.65,0.8,0.8,0.1,0
20.85,218.35,119.55,1.35,0.75,26.25,271.5,137.15,0.95,0.95,0.1,0
22.1,255.9,129,1.4,1.45,26.1,244.15,124.2,1.4,0.9,0.1,1
18.65,233.4,106.2,1.75,0.95,18.45,247.95,92,1.45,1.3,0.1,0
24.15,281.1,108.25,1.65,1.2,23.2,194.95,139.6,1,0.9,0,0
22,284.95,136.65,1.15,1.6,25.3,282.9,110.95,0.9,1.05,0,0
16.15,198.75,110.7,0.9,0.8,23.6,264.65,123.05,1,1.1,0,0
27.05,297.45,120.25,1,1.25,22.8,275.65,102.35,1.2,0.7,0.1,1
19.81818182,235.0454545,104,1.090909091,1.090909091,22.22727273,260.6363636,130.1363636,1.272727273,1.363636364,0.090909091,1
21.5,236.4090909,123.0454545,1.136363636,1.136363636,23.04545455,247.7727273,106.2272727,1.136363636,1.181818182,0.090909091,0
22.90909091,245.6363636,119.5454545,1.409090909,1.136363636,24.68181818,273.1818182,137.5,1.272727273,1.136363636,0,0
20.36363636,256.7272727,101.1818182,1.363636364,0.727272727,20.31818182,216.0454545,102.3636364,0.681818182,0.863636364,0,1
29.90909091,290,130.5,0.772727273,0.681818182,16.95454545,258.4090909,100.6818182,1.090909091,1.181818182,0.090909091,1
25.13636364,233.3636364,127.7727273,1.272727273,1.090909091,17.5,240.8636364,110,1.227272727,1.409090909,0,0
19.27272727,235.2272727,100.2272727,1.5,1.409090909,21.72727273,229.5909091,109.1363636,1.863636364,0.863636364,0.090909091,0
22.09090909,240.5909091,122.7272727,1.363636364,1.045454545,21.18181818,248.2727273,123.3181818,1.227272727,1.045454545,0.090909091,1
23.63636364,247.1363636,117.5909091,1,0.772727273,19.90909091,229.6363636,105.1363636,1,1.136363636,0.090909091,1
21.54545455,225.1818182,128.2272727,1.181818182,0.681818182,23.45454545,223.0454545,129.6818182,1.5,0.636363636,0,0
15.77272727,217.3181818,94.13636364,1.772727273,0.909090909,22.18181818,217.8181818,118.7727273,1.545454545,0.636363636,0,0
24.18181818,209.1363636,143.8636364,1.272727273,0.681818182,13.68181818,235.5454545,90.13636364,2.136363636,0.954545455,0,1
21.77272727,304.1363636,93.90909091,1.227272727,1.454545455,29.95454545,295.8181818,113.8181818,1.227272727,0.863636364,0,0
19.90909091,238.9545455,104.8181818,1.636363636,1.363636364,23.90909091,274.4090909,120.9545455,1.181818182,0.909090909,0.181818182,1
27.63636364,277.8636364,126.3636364,1,1.181818182,25.81818182,278.1363636,110.6818182,1.545454545,0.863636364,0.090909091,1
18.77272727,182.7727273,125.3181818,1.181818182,0.909090909,20.40909091,245.1363636,109.5,1.363636364,1.227272727,0.090909091,0
21.16666667,229.4166667,131.5416667,1.041666667,0.666666667,15.41666667,201.3333333,95.29166667,1.041666667,0.708333333,0.083333333,1
18.95833333,216.0416667,99.375,0.916666667,1.25,23.33333333,229.1666667,124.4583333,1.291666667,0.5,0.083333333,0
27.25,247.4166667,129.5,1.291666667,0.541666667,15.25,214.25,93.875,1.583333333,1,0,1
23.25,223.8333333,115.375,1.458333333,1.166666667,17.625,204.125,116.7916667,1.416666667,1.208333333,0,1
18.70833333,288.5833333,94.79166667,1.25,1.5,25.75,275.7916667,111.875,1.291666667,0.75,0,0
21.58333333,257.6666667,105.7083333,1.333333333,0.708333333,25.91666667,290.5833333,122.875,0.916666667,0.875,0,0
22,232.5,117,1.25,0.833333333,20.45833333,263.4583333,125.125,1.166666667,1.291666667,0,0
20.04166667,208.75,130.625,1.541666667,0.916666667,19,226.4166667,105.625,1.208333333,1.125,0.083333333,1
27.625,284.9166667,103.3333333,1.458333333,0.833333333,21.79166667,221.375,130.1666667,1.25,1.041666667,0,1
22.25,264.2916667,113.7916667,1.041666667,1.041666667,24.70833333,252.4166667,123.125,0.958333333,0.916666667,0,0
20.75,222.1666667,129.375,1.5,1,24.29166667,245.0833333,120.3333333,1.416666667,0.916666667,0.166666667,1
16.375,240.1666667,90.33333333,1.875,1.333333333,23.20833333,235.3333333,124.7083333,0.958333333,0.583333333,0.166666667,1
24.625,267.7916667,120.7083333,1.291666667,1.375,23.625,224.6666667,126.0833333,0.916666667,1.083333333,0,1
30.33333333,285.9166667,118.9583333,0.958333333,0.833333333,22.33333333,272.125,122.8333333,1.166666667,1.625,0.083333333,1
24.91666667,282.3333333,120.9166667,1.458333333,1.083333333,22.125,277.7916667,92.125,1.291666667,1.041666667,0,0
21.33333333,222.1666667,130.9166667,1.416666667,0.958333333,16.08333333,229.2916667,101.0416667,1.625,0.958333333,0,1
21.23076923,235.9230769,111.5384615,1.076923077,0.961538462,17.69230769,206.6923077,107.2307692,1.384615385,1,0.076923077,1
19.73076923,250.1538462,100.8461538,1.5,1.346153846,26.42307692,273,128.1923077,1.461538462,0.923076923,0,0
16.26923077,219.9230769,99.88461538,1.846153846,0.576923077,23.5,226.5384615,132.1538462,1.192307692,0.884615385,0,0
20.53846154,246.2692308,104.2692308,1.038461538,1.076923077,22.96153846,229,124.1923077,1.346153846,1,0.076923077,0
23.61538462,275.5769231,99.69230769,1.423076923,0.807692308,22.23076923,269.9230769,110.8846154,1.5,1.346153846,0.076923077,0
17.34615385,247.5384615,111.1923077,1.192307692,1.653846154,29.65384615,270.6923077,116.0384615,1,0.923076923,0,1
26.34615385,243,140.4230769,1.153846154,0.653846154,20.03846154,239.2692308,115.2692308,1.038461538,1.269230769,0.076923077,0
16.73076923,227.0769231,108.5,1.423076923,0.846153846,24.92307692,246.3076923,119.1153846,0.961538462,0.615384615,0.076923077,1
21.53846154,230.6923077,113.3846154,1.307692308,1.153846154,19.26923077,244.8846154,104.4615385,1.423076923,1.153846154,0,0
21.53846154,248.3076923,127.9615385,1.346153846,0.769230769,29.96153846,303.1538462,112,0.884615385,0.653846154,0,0
22.88461538,232.8461538,137.4230769,1.461538462,1.461538462,27.73076923,271.0769231,120.7307692,1.076923077,1.115384615,0.076923077,0
19.5,214.0384615,127.8076923,1.5,0.961538462,17.92307692,236.4615385,105.5769231,1.153846154,0.769230769,0.076923077,1
21.80769231,236.6923077,129.0769231,1.384615385,1.461538462,23.80769231,229.1153846,110,1.423076923,0.884615385,0.076923077,1
20.88461538,248.6153846,131.7692308,1.346153846,1.038461538,26.84615385,290.9230769,114.6153846,1,0.769230769,0,0
20.23076923,251,100.5,1.692307692,1.192307692,23.80769231,225.6538462,123.0769231,1.192307692,0.884615385,0,1
19.42307692,197.1538462,111.9615385,0.846153846,0.576923077,17.84615385,262.8076923,92.53846154,1.5,1.115384615,0,1
15.96428571,196.2857143,99.92857143,1.25,1.035714286,26.35714286,246.6428571,145.25,1.035714286,0.607142857,0,1
23.35714286,248.75,121.7857143,1.178571429,1.071428571,23.67857143,208.6428571,151.2857143,1.571428571,0.892857143,0,1
22.53571429,251.1071429,132.8928571,1.321428571,0.892857143,13.71428571,201.9285714,98.32142857,1.25,0.642857143,0,1
20.42857143,228.7857143,101.1785714,1.178571429,0.892857143,17.32142857,199.0357143,123.3928571,1.607142857,0.857142857,0,1
25.21428571,295.5,99.60714286,0.928571429,0.857142857,20.82142857,264.2142857,122.5357143,1.428571429,1,0.071428571,1
21.78571429,240.8928571,112.5357143,0.928571429,0.821428571,19.85714286,236.4642857,101.0714286,1.678571429,0.928571429,0.071428571,1
21.71428571,220.4285714,130.3214286,1.428571429,0.678571429,15.39285714,215.25,92.92857143,1.642857143,0.892857143,0,1
25.64285714,246.6428571,115.8571429,1.5,1.071428571,23.17857143,264.8571429,99.5,1.464285714,1.107142857,0,0
20.5,230.7142857,126.5,1.035714286,1.107142857,22.71428571,234.8214286,134.3214286,1.178571429,1.321428571,0,0
26.5,263.3571429,141.0714286,1.142857143,1.035714286,21.96428571,240.2142857,113.9285714,1.464285714,1.142857143,0.071428571,1
23.5,265.5357143,100.7857143,1.571428571,1,21.21428571,221.1428571,127.3571429,1.428571429,0.928571429,0,0
25.28571429,255.9285714,111.7142857,0.964285714,1.071428571,24.64285714,262.0714286,126.5714286,1.571428571,1.25,0.071428571,1
23.53571429,259.1785714,116.6785714,1.392857143,0.892857143,22.78571429,255.6428571,123.9285714,1.357142857,1.392857143,0,0
16.75,237.4285714,87.67857143,1.75,1.214285714,21.42857143,217.3928571,115.6428571,1,0.928571429,0.071428571,0
27.60714286,291.4285714,99.21428571,1.214285714,0.857142857,21.85714286,256.0714286,115.75,1.25,1.571428571,0.142857143,1
26.35714286,293.75,111,0.785714286,0.892857143,23.10714286,270.5357143,110.25,1,0.714285714,0.071428571,1
21.5,306,54,1.5,2,35.5,272,150,0.5,0.5,0,1
34,247,139.5,1,1.5,36,262,135,1.5,1.5,1,1
25,194.5,138.5,1,0.5,16.5,243.5,31.5,1.5,1,1,0
16,225,54,1.5,1.5,22,281.5,64,2,0,1,1
15,269,139.5,2.5,2.5,30,223.5,110.5,1.5,2,1,1
25,311.5,81.5,2.5,1,24,238.5,81,0.5,1,1,1
15,269,139.5,2.5,2.5,30,223.5,110.5,1.5,2,1,1
13.5,258,46,1.5,1,20,222.5,136.5,0,0.5,0,1
16.5,239.5,94.5,3,1.5,28,268,103,0.5,0,1,0
22,284.5,88,2.5,1.5,33.5,301.5,118.5,0.5,0.5,1,1
27.5,268.5,54.5,1.5,1,33.5,337.5,118,1.5,1.5,0,1
16.5,183,98.5,1.5,0.5,22,261,93,1,1,0,1
28,233.5,97,0,0,13.5,284.5,32.5,2.5,0.5,1,1
23.5,220,135,1,2,39.5,259.5,106,1.5,0.5,1,1
26.5,204.5,131.5,1.5,0,24.5,329,64,0.5,2,1,1
29.5,272,79.5,1,0.5,27.5,255.5,123,1,1,1,1
25.75,276.5,112.75,1,1.25,25.25,296.5,117.25,0.75,1.25,0.5,0
27,251.75,124.25,2,1.5,28.5,252,156.5,1.25,2,0,0
33.5,285.25,120,1,1,29,283,168.5,2,0.75,0,0
34.75,294.25,145.25,1.25,0.25,27.5,297,98,1.5,1.25,0.5,0
18.25,217.5,70.75,1.25,0.5,29.5,276.25,118.75,0.75,1.25,0,1
25,222.25,150,1,1.5,25.25,260.75,78.5,1,0.5,0,0
24.25,249.5,121.5,1,0.75,22.75,228.5,96.75,1.5,0.25,0,0
26.5,255,116.75,0,2.25,24.5,265.75,99.25,2.25,1.25,0,1
21.75,262,86.25,1,0.5,25.75,230.25,132.75,1.5,0,0,1
20.5,342.75,74,1.75,1.75,23.5,186.25,118.25,0.5,0.5,0.5,1
26.25,253.5,112.5,1.25,1.5,22.75,247.25,58.5,1.5,0.25,0,0
19.75,176.25,88.75,1.75,1.5,18.75,289.25,121,1.75,2,0,1
17,265.25,63,1.75,0.25,25.75,237.75,109,0.25,0.25,0,1
17.25,197.25,88.25,1.5,1.5,25.75,231.25,110.25,0.75,0.25,0,0
25,243.25,88.75,1.25,0.5,22.25,286,127.5,1,1,0,1
20.75,160.25,144.25,0.75,1.25,18,253.75,60.75,2.25,1,0.5,1
28.83333333,297.6666667,120.3333333,1.166666667,1.166666667,20.66666667,267.3333333,99.5,1.666666667,1.5,0,1
16.5,224.8333333,77.16666667,2.166666667,0.833333333,22.5,196.3333333,131,0.333333333,1,0.333333333,1
25.16666667,229.1666667,129.5,1.166666667,0.833333333,26.83333333,281.8333333,105,1.333333333,0.833333333,0,0
28.83333333,258,114.6666667,0.666666667,0.5,16.66666667,252.6666667,112.5,1.5,2,0.333333333,1
24.33333333,240.1666667,95.66666667,1.333333333,0.833333333,24.16666667,217.8333333,144.8333333,1.166666667,0.833333333,0,0
19.83333333,258.8333333,129.5,1.666666667,1,27,234.1666667,110.6666667,1.166666667,0.666666667,0.333333333,0
33.5,286.8333333,150.3333333,1,0.333333333,18.16666667,241.5,52.83333333,1.333333333,0.833333333,0.333333333,1
24.33333333,287.1666667,98.66666667,1,0.833333333,27.33333333,252.5,108,2,0,0.333333333,0
25.66666667,227.1666667,136.1666667,1.833333333,0,25.83333333,286.3333333,127.5,0.833333333,0.666666667,0,0
27.5,273.1666667,103.3333333,1.166666667,0.5,23,272.1666667,80.16666667,1.333333333,0.666666667,0,1
22.16666667,253.6666667,73.83333333,1,0.666666667,17.5,216.8333333,140.3333333,1.5,1,0,1
26.83333333,256.8333333,93.33333333,1.5,1.166666667,27.66666667,307.1666667,112.1666667,1.833333333,1.166666667,0,0
26.5,265.5,146.6666667,1.833333333,0.5,22.83333333,228.5,114.1666667,0.5,1.5,0,1
18.66666667,290.5,112.3333333,1.833333333,2,26.66666667,264.5,101.6666667,1,1.333333333,0.333333333,1
16.16666667,258,76.33333333,1.666666667,1.5,21.33333333,186,108.3333333,0.666666667,1.166666667,0.333333333,0
17.5,250,95.75,1.5,1,22.75,225.625,101.625,1,1.375,0.25,1
23.20833333,260.7916667,78.25,1.333333333,0.916666667,20.75,243.25,123.375,1.458333333,0.916666667,0.166666667,1
26.125,315.375,103.375,1,1.25,19.625,259.5,97.25,1.25,1.625,0,1
21.375,288.125,133.5,2,1.375,32.125,278.125,115.875,0.875,0.625,0.25,0
25.25,306.625,83.375,1.375,1.125,24.75,263,141.625,1.5,0.875,0.25,0
20.29166667,255.125,101.6666667,0.458333333,1.166666667,24.45833333,258.5416667,107.7916667,1.416666667,0.541666667,0.083333333,1
24.875,244.625,158.625,1.75,1,30.875,313.875,93.375,0.875,0.875,0.25,0
17.25,246.375,92.375,2,1,22.375,214.75,142.75,0.5,0.875,0,0
16.25,222.5,87.625,1.625,1.5,25.625,242.375,125.625,0.625,1,0,0
30.125,249.5,129.625,1.25,0.125,19.125,253,77,1.375,0.625,0,1
29.375,241,152.25,2.125,0.625,22.5,221.75,118.75,1.625,1.25,0.25,1
27.125,272.875,115.75,1,0.375,25.75,288.25,97.125,1.375,1.125,0.5,1
22.625,293.375,80,1.25,1.25,28.75,254.625,143.375,1.75,0.75,0,1
17.125,205,88,1.75,1.125,29.375,220.25,154.875,0.75,0.625,0,0
19.925,221.975,80.325,1.45,0.625,29.725,283.5,111.85,1.4,0.425,0.1,1
24.75,210.05,106,1,0.8,20.775,295.575,127.275,2.05,1.65,0.1,1
19.7,246.2,126.4,0.9,1.4,19.9,252.7,78,1.3,1.2,0.2,1
30.425,294.825,111.65,0.925,0.3,17.675,244.025,101.775,1.45,1.15,0.1,1
22.9,256.9,98,1.5,1,26.4,287.6,123.2,1.2,1.3,0,1
24,242.225,112.8,1.025,0.525,17.025,291.725,93.075,1.9,1.6,-0.1,1
23.55,226.2,109.375,1.4,0.85,24.575,252.8,134.95,0.775,1.125,0.15,1
22.25,246.225,117.475,2.05,0.6,22.4,279.35,94.025,0.95,1.1,0.1,0
19.9,229.6,111.2,1.3,1.2,23.5,250.3,116,1.7,0.4,0,1
27,264.4,117.6,2,0.7,19.6,231.5,123.6,1.4,1.3,-0.2,0
26,246.4,153.8,1.3,0.9,22,255.2,100.8,1.3,0.9,0.2,0
21.9,251.3,120.6,1.5,0.5,26.7,277.6,110.5,1.2,0.8,0.2,1
26,243.7,128.6,0.4,0.7,18.5,237.4,91.3,1.5,1.1,0.2,0
23.8,243,111.8,1.4,0.7,23.7,286.6,87.6,1.7,0.9,0.2,0
