Home Scoring,Home Pass Yds,Home Rush Yds,Home Fumbles,Home Ints,Away Scoring,Away Pass Yds,Away Rush Yds,Away Fumbles,Away Ints,Home Field Adv,Target,Home Twitter Sentiment,Away Twitter Sentiment,Home Twitter Rate,Away Twitter Rate,Unnamed: 0
22.25,246.225,117.475,2.05,0.6,22.4,279.35,94.025,0.95,1.1,0.1,0,0.191930986,0.17805513,-1.601889339,3.169067475,68
19.9,229.6,111.2,1.3,1.2,23.5,250.3,116,1.7,0.4,0,1,0.196679436,0.190014378,1.754201681,-0.169753086,69
27,264.4,117.6,2,0.7,19.6,231.5,123.6,1.4,1.3,-0.2,0,0.15496775,0.195870006,34.67697277,-0.5994257,70
26,246.4,153.8,1.3,0.9,22,255.2,100.8,1.3,0.9,0.2,0,0.151011793,0.120649093,2.163978495,5.198720108,71
21.9,251.3,120.6,1.5,0.5,26.7,277.6,110.5,1.2,0.8,0.2,1,0.126653697,0.169439933,0.760183592,1.022258862,72
26,243.7,128.6,0.4,0.7,18.5,237.4,91.3,1.5,1.1,0.2,0,0.146442937,0.115456375,-1.026967701,-0.027735754,73
23.8,243,111.8,1.4,0.7,23.7,286.6,87.6,1.7,0.9,0.2,0,0.145826801,0.132380386,-0.409292035,-0.656903766,74
20.41666667,235.3333333,123.4166667,1.666666667,0.75,17,189.1666667,111.8333333,1.166666667,0.833333333,0,1,0.128787603,0.165603871,-2.113821138,2.293934681,75
20.41666667,239.0833333,108,0.916666667,1.083333333,22.08333333,253.5,100.5833333,0.666666667,1,0,0,0.178296635,0.15327137,-2.169365722,-0.078600406,76
28.41666667,250.25,138.5833333,1,1.083333333,25.5,264,121.8333333,1.666666667,1,0.166666667,0,0.261303481,0.210077648,1.704730832,6.983082707,77
27.4,261.2,137.3,1.4,0.8,24.2,331.9,75.1,1,1.4,0,0,0.1889204,0.09574861,-2.015437393,3.789355322,78
24.25,254.0833333,135.3333333,1,1,23,258.8333333,100,1.083333333,0.916666667,0.166666667,1,0.113198428,0.097209379,-2.906471981,4.463601533,79
23.58333333,302.05,108.7666667,1.083333333,1.533333333,25.66666667,233.8833333,121.0833333,1.15,1.033333333,-0.1,1,0.207790339,0.205138095,-1.611804767,3.681948424,80
21.1,218.3,108.8,1.6,0.6,21.9,284.3,113.5,1.1,1.4,-0.2,0,0.177807626,0.170977771,4.524576954,-2.496264475,81
29.25,318.5,106.9166667,1.083333333,1.083333333,24.33333333,258.8333333,136.0833333,1.166666667,1.25,0,1,0.133660897,0.138552641,-0.909015852,-1.648406375,82
20.25,237.0833333,120,1.333333333,0.833333333,18.91666667,232.1666667,89.58333333,1.5,0.666666667,0.166666667,1,0.118886452,0.146452363,-1.854893908,-2.97947197,83
22.5,274.8,120.7,1.2,0.6,21.3,222.1,105.1,1.3,0.6,0.2,1,0.19081998,0.148652002,-2.294065545,4.795792079,84
27.41666667,261.9166667,151.4166667,1,0.833333333,22.5,244.25,96.91666667,1.833333333,1,0.333333333,1,0.159936306,0.10002414,0.253308991,1.020686963,85
23.91666667,256.4166667,97.16666667,1.55,0.95,25.18333333,274.7,95.81666667,1.633333333,0.366666667,0.066666667,0,0.108854403,0.115104468,2.915851272,3.756708408,86
28.6,243.3,110,0.9,0.9,19.7,291,82.8,1,1.8,0,1,0.146591543,0.211331822,3.716404078,-0.357308585,87
23.26190476,271.2380952,104.1428571,1.071428571,1.178571429,21.69047619,248.5238095,101.0595238,1.369047619,0.702380952,0.095238095,0,0.129935335,0.140887791,-0.930359086,-1.271551724,88
25.95238095,317.297619,87.72619048,1.321428571,0.964285714,25.35714286,219.7857143,135.1071429,1.595238095,0.607142857,0.095238095,1,0.140970468,0.114288852,-2.381256384,0.991827637,89
25.5,244.25,125.9166667,0.416666667,1,15.33333333,245.0833333,92.33333333,2.083333333,1.666666667,0.166666667,1,0.160321358,0.128820603,-2.805023923,-1.728003384,90
18,256.1666667,132.9166667,2,1.5,24.66666667,264,95.5,0.916666667,1.083333333,0,0,0.10843497,0.167478755,5.615567911,4.584332534,91
18.6547619,274.0952381,92.16666667,1.607142857,0.928571429,20.78571429,202.3571429,120.2738095,1.166666667,0.666666667,0.095238095,1,0.124207466,0.139257853,-1.87906047,-1.31130064,92
26.80952381,277.6190476,120.452381,1.095238095,0.619047619,18.4047619,210.8333333,100.4285714,1.035714286,0.892857143,0.071428571,1,0.10462437,0.066343702,0.476558475,-2.125710676,93
21.91666667,267.0238095,75.07142857,1.714285714,1.297619048,25.19047619,268.9761905,117.4404762,1.571428571,1.464285714,0.071428571,1,0.104778832,0.044701751,-2.618261826,3.319277108,94
20.92857143,264,96.07142857,1.785714286,0.928571429,25.57142857,273.1428571,124.0714286,0.642857143,0.785714286,-0.142857143,0,0.148261982,0.182799044,0.864123957,-0.897046047,95
23.80952381,236.1309524,114.9761905,1.130952381,0.595238095,26.75,283.6428571,115.6071429,0.857142857,0.94047619,0.238095238,0,0.19683662,0.237445536,-1.678431373,-0.904522613,96
21.10714286,257.5714286,94.29761905,1.773809524,1.083333333,22.14285714,232.3809524,133.3571429,1.25,1,-0.071428571,0,0.083177189,0.111757009,-0.717990276,5.068493151,97
22.91666667,245.4166667,133.0833333,1.583333333,1.166666667,24.66666667,264.4166667,100.9166667,1.583333333,0.666666667,0,0,0.116628905,0.18478251,2.060782681,0.308237861,98
19.20238095,280.1785714,111.797619,1.535714286,1.607142857,25.72619048,252.2619048,110.6428571,0.857142857,0.666666667,0.238095238,0,0.110487826,0.128077596,2.929876912,14.31079717,99
29.33333333,310.1666667,127.3333333,1.5,0.583333333,26.16666667,293.0833333,95.66666667,1.166666667,1.083333333,0,1,0.158877373,0.148087867,4.137764933,-1.974413646,100
16,207.7857143,94.07142857,1.428571429,0.785714286,20.21428571,213.2142857,148.7142857,1.285714286,0.928571429,0,0,0.171514461,0.189063723,-0.8123471,5.222101842,101
25.92857143,235.4285714,114.9285714,1.5,1,18.85714286,241.8571429,117.5,2.142857143,1.428571429,0.142857143,1,0.09435602,0.04180565,-3.38884866,-3.325471698,102
22.71428571,252.6428571,101.2857143,1.428571429,1.214285714,27.92857143,278.7857143,118.2142857,1.571428571,0.5,0.142857143,0,0.128259493,0.142083286,0.716934487,-1.758039009,103
31.64285714,250.3571429,158.8571429,1.142857143,0.785714286,21.35714286,212,116.6428571,1.357142857,1.357142857,-0.142857143,1,0.175721084,0.182646798,4.52403393,1.441605839,104
21.875,243.3125,105,0.9375,0.75,18.5625,250.1875,91.4375,1.125,1,0.125,1,0.183588807,0.179553803,-0.818438382,-4.335051546,105
18.71428571,290.8571429,94.57142857,1.428571429,1.142857143,22.92857143,226.8571429,126.6428571,1.142857143,0.571428571,-0.142857143,1,0.219092268,0.108241531,2.310838446,-2.158317873,106
21.125,254.3571429,114.3660714,1.464285714,1.125,24.05357143,269.5446429,117.8839286,0.982142857,1.053571429,0.071428571,0,0.17871976,0.172233428,-0.22517321,-1.342105263,107
17.26785714,254.0178571,84.55357143,1.758928571,1.517857143,29.27678571,255.0446429,131.625,0.651785714,0.946428571,0.071428571,0,0.178520225,0.219554318,-0.844155844,-0.124129579,108
19.78571429,208.0714286,99.57142857,1.5,0.428571429,24.92857143,291.2857143,116.4285714,1.285714286,0.785714286,0,0,0.124817288,0.218628593,0.318681319,-0.428342674,109
25.24107143,243.6339286,140.3392857,1.303571429,0.741071429,23.33035714,287.5982143,103.2767857,1.5,1.196428571,0.196428571,0,0.146899,0.177297791,-1.673899566,-1.166774402,110
20.85714286,297.7142857,85.14285714,1.5,1.071428571,26.5,257.2857143,106.0714286,1.214285714,0.714285714,0.142857143,0,0.160882503,0.154371233,0.405960946,7.032755299,111
19.1875,213.3125,119.75,1.25,0.75,19.875,230.1875,109.0625,1.4375,0.875,0.25,1,0.133452423,0.146884527,-1.343930636,4.32486631,112
24.91071429,240.2767857,103.0982143,1.017857143,0.714285714,21.99107143,288.6160714,105.1428571,1.580357143,1.214285714,-0.071428571,0,0.18302813,0.130240476,-3.906568428,1.996587031,113
25.92857143,244.7142857,99.85714286,0.785714286,0.642857143,19.07142857,271.0714286,111.2142857,1.714285714,1.642857143,0,1,0.1424112,0.136735456,-1.213511259,0.43508937,114
24.64285714,284.5714286,91.5,1,1.071428571,24,288.7142857,143.9285714,2,0.785714286,0.142857143,1,0.148929693,0.114954778,1.730091614,-1.458099514,115
19.25,211.625,107.375,1.1875,0.4375,23.625,280.4375,121.625,1.1875,0.75,0.125,0,0.12054688,0.278441354,-2.463842975,3.958041958,116
20.25,242.5,110.1875,1.5625,1,25.9375,273.5625,112.9375,1.0625,0.75,0,0,0.23463136,0.220471402,-0.265598651,-1.353658537,117
26.75,254.3125,116.1875,1,0.6875,21.6875,276.4375,108.375,1.5625,1.0625,0,1,0.203198152,0.123128809,-2.335362479,-1.266634981,118
31.875,282.8125,159.5625,1.1875,0.5625,21.875,251.25,114.6875,1.75,1.1875,0,1,0.194743224,0.217873908,5.29645315,-2.08687441,119
22.5625,281.4375,104.25,1.1875,1.125,28.0625,303.1875,137.5,1.125,0.625,0,1,0.145959333,0.14526227,-2.136125654,-0.189977974,120
23.9375,252.0625,107.5,1.6875,0.8125,23.125,281.9375,91.5625,1.625,1.4375,0,1,0.16478493,0.193896485,-2.181745396,4.168539326,121
27.73611111,259.6458333,126.7152778,1.131944444,0.708333333,19.42361111,279.5972222,91.32638889,1.819444444,0.888888889,0.180555556,0,0.075747155,0.146127907,-1.398258977,-0.241477273,122
22.09027778,280.0763889,106.9375,1.506944444,1.631944444,27.73611111,265.0625,113.2222222,1.076388889,0.8125,0.055555556,1,0.197981175,0.132295908,-2.102702703,-3.025089606,123
23.08333333,214.7083333,125.8472222,1.229166667,0.756944444,22.94444444,279.4791667,110.4791667,1.284722222,0.659722222,-0.180555556,1,0.166794123,0.143226183,-2.161290323,-0.415936953,124
21.94444444,199.0694444,140.1319444,1,0.881944444,19.05555556,221.7777778,106.0972222,1.534722222,0.944444444,0.180555556,1,0.202699868,0.057420242,0.820158103,5.187358062,125
19.625,240.3125,118.8125,1.6875,0.75,20.8125,274.75,98.75,1.5625,1.25,-0.125,0,0.121151275,0.114102224,-1.214681806,-1.128299437,127
23.3125,221.625,105.1875,0.9375,1.0625,22.3125,247.6875,113,1.5625,1.375,0.125,0,0.246780906,0.139595405,3.042533375,-0.823849579,128
26.9375,254.5625,115.4375,1.1875,0.625,18.5625,202.125,119.25,1.8125,1.125,0.125,1,0.132927486,0.100425418,1.470383275,9.955985915,129
22.05555556,259.2777778,118.6666667,1.5,1.055555556,25.44444444,247.0555556,134.5555556,1.333333333,0.833333333,0.111111111,1,0.141972135,0.093402346,1.920583468,-0.86858006,130
21.61111111,226.1111111,128.5555556,1.388888889,0.833333333,21.38888889,229.4444444,110.5,1.166666667,0.944444444,0,0,0.193113602,0.018002816,-2.665310275,-1.809399963,131
22.38888889,293.7777778,98.55555556,1.166666667,1,25.61111111,247.8333333,107.9444444,1,0.555555556,0.222222222,0,0.185687207,0.156351114,-0.095510984,3.554555681,132
23.33333333,260.5555556,109.3888889,0.777777778,0.888888889,17.66666667,248.5,103,1.388888889,1.055555556,0.111111111,1,0.149274941,0.161905344,-1.868918145,6.072351421,133
24.83333333,234.7777778,138.6111111,1.5,0.666666667,22.44444444,288.3333333,111.2222222,1.555555556,1.111111111,0.111111111,1,0.130962723,0.141705601,4.478098788,-0.585978375,134
20.94444444,234,133.6666667,1.888888889,1.222222222,26.44444444,246.0555556,108.1111111,1.222222222,0.944444444,0.111111111,0,0.165610658,0.155414661,-3.160682755,0.251865672,135
27.55555556,241.4444444,137.1111111,0.777777778,0.666666667,15,208.8333333,82.16666667,1.444444444,1,0,1,0.129383841,0.107667331,-1.412914692,5.193482688,136
20.66666667,287.2777778,94.61111111,1.5,1.388888889,26.44444444,251.7222222,118.8333333,1.055555556,0.611111111,0,0,0.188045616,0.179690618,-0.017809439,-0.184659091,137
22.16666667,279.1111111,108.7777778,1.333333333,1.277777778,20.72222222,229.2777778,97.22222222,1.222222222,0.888888889,0.222222222,1,0.168329757,0.11219398,-0.198379436,3.434099154,138
24.83333333,312.7222222,119.3333333,1.611111111,0.777777778,29.61111111,290.9444444,103.7222222,1.055555556,0.833333333,0.111111111,0,0.149895472,0.118630266,0.356460853,1.380255941,139
27.77777778,269.7222222,133.1666667,0.833333333,0.388888889,21.5,295.2222222,103.1111111,1.777777778,1.055555556,0.111111111,1,0.142738587,0.206196042,-3.101542416,-0.655737705,140
25.66666667,272.2777778,92.55555556,1.722222222,0.777777778,22.11111111,243.1111111,101.9444444,1.555555556,1.222222222,0,1,0.181054331,0.188271574,0.863991081,-1.795343137,141
22.38888889,266.2222222,117.8888889,1.5,0.777777778,23.94444444,221.5,99.72222222,0.888888889,0.666666667,0.111111111,0,0.042726627,0.071180426,0.053850296,10.29595016,142
19.22222222,225.2222222,131.2777778,1.944444444,1.333333333,20.5,210.9444444,111.1666667,1,0.888888889,0,1,0.130065385,0.140581512,0.029533373,-0.810654314,143
20.8,272.2,92.75,1.4,1.05,26.95,242.5,126.05,0.9,0.75,0.2,0,0.14717575,0.200686336,-1.538461538,-1.052848885,144
23.25,300.75,88.85,1.35,1.25,24.05,227.65,135.8,1.4,0.45,0.1,0,0.193587666,0.151637387,3.548152459,-1.155358899,145
21.35,254.7,103.8,2.05,1.1,29.95,254,142.4,1.1,0.55,0,0,0.141125619,0.147455919,-2.263464338,1.912660799,146
23.5,224.45,117.2,1.2,0.85,20.15,219.35,122.85,1.7,1.35,0.1,1,0.156026156,0.206877557,-1.203639714,7.077020202,147
24,241.35,129.7,1.15,0.9,25,315.3,85.5,0.95,1.35,0,0,0.189913983,0.134136477,1.069321534,0.23308958,148
18.95,204.4,91,1.4,0.85,22.55,260.2,116.05,1.4,0.75,0,1,0.120489478,0.145767249,-1.261648746,-0.73521577,149
28.5,262.55,112.7,1.2,0.85,22.25,276.15,99.4,1.65,0.9,0,1,0.145412973,0.184721723,-1.021314387,-0.751633987,150
17.4,219.3,100.75,1.4,1,20.15,234.95,119.6,1.4,0.8,0.1,1,0.108670463,0.154490139,4.460694698,1.443123939,151
18.2,226.75,119.6,1.95,1.35,29.25,261.6,117.25,1.4,0.65,0,0,0.12942881,0.160749095,0.192,-0.104562738,152
23.75,249.6,106.15,1.15,0.8,25.4,257.05,122.6,1.45,0.7,0,1,0.132559157,0.224174359,-0.599400599,2.492537313,153
25.45,272.15,131.85,1.35,1,24.5,235.15,130.3,1.2,0.75,-0.1,1,0.198253479,0.252847797,-2.578616352,0.137587822,154
21.9,254.6,116.25,1.7,1.25,24.4,249.55,93.5,1.3,0.8,0.1,0,0.148943195,0.150271385,-0.879541109,-1.578411405,155
21.05,253.6,94.5,1.2,0.85,25.9,269.7,161.55,1.35,0.6,0.1,0,0.207016487,0.159859722,-0.035816619,-0.883734586,156
20,234.9,98.7,1.15,0.8,18.5,227.15,115.8,1.4,1.15,0.1,0,0.193259623,0.130714795,-2.027421237,0.310457516,157
23.7,265.25,105.45,1.15,1.15,23.95,270.4,106.5,1.45,1.15,0,1,0.14426052,0.175526904,6.941923775,-0.894148586,158
20.25,255.5,120,1.7,1,21.8,238.15,113.1,1.65,0.85,0.1,0,0.130790394,0.197369581,0.596602134,1.559428061,159
27.18181818,312.2727273,122.4090909,1,0.954545455,23.81818182,270.4090909,107.3181818,0.954545455,1,0.090909091,1,0.09969956,0.124163961,1.550218341,-0.393217893,160
16.36363636,217.7727273,104.4545455,1.5,0.909090909,24.09090909,233.1818182,137.3636364,1.045454545,0.818181818,0,1,0.185031587,0.101426313,0.753846154,0.920114123,161
25.04545455,248.0454545,138.1363636,1.272727273,0.954545455,23.04545455,236.8181818,114.3181818,1.318181818,0.772727273,0.181818182,1,0.200305318,0.133891713,-1.803418803,0.209988649,162
20.40909091,240.4545455,97.18181818,1.545454545,0.909090909,30.09090909,268.1818182,136.9545455,0.727272727,0.909090909,0.090909091,0,0.134612953,0.129202143,-1.359561753,3.20083682,163
20.68181818,264.6363636,104.8636364,1.909090909,1.181818182,28.77272727,289.2727273,120.2272727,1.136363636,0.5,0,0,0.154548774,0.164172068,-0.748792271,1.961312439,164
23.72727273,251.7272727,106.2272727,1.227272727,0.590909091,22.40909091,231.5909091,125.5,1.318181818,0.954545455,0.090909091,1,0.173618395,0.149140108,-1.51521217,-2.224255097,165
21,208.6818182,115.2727273,1.136363636,1.045454545,17.90909091,209.9090909,117.5454545,1.590909091,1.272727273,-0.090909091,0,0.139481225,0.125170588,-0.659890777,-1.600790514,166
20.36363636,218.3181818,116.8636364,1.545454545,1.136363636,21.36363636,227.8636364,112.1818182,1.363636364,0.909090909,0,1,0.063761178,0.165435844,6.901595745,0.480863592,167
19.36363636,221.4090909,135.9090909,1.727272727,1.090909091,23.40909091,240.4090909,117.0454545,1.318181818,0.772727273,0,1,-0.183810304,0.153628684,24.73805855,-1.427111717,168
24.54545455,286.5909091,110.8181818,1.136363636,0.681818182,23.18181818,263.9545455,115.3181818,1.318181818,0.909090909,0.090909091,0,0.16479588,0.261854759,11.54711674,1.604823748,169
26,311.2272727,92.95454545,1.318181818,1.090909091,24.13636364,243,110.2272727,1.272727273,0.909090909,0.090909091,1,0.173720581,0.1632804,1.310679612,0.650060753,170
22.36363636,241.7727273,107.7727273,1.636363636,1,23.59090909,257.4090909,102.6818182,1.454545455,0.909090909,0.090909091,0,0.155166134,0.1319971,0.916473318,2.064732143,171
22.40909091,219.4545455,96.54545455,0.954545455,0.590909091,20.45454545,255.3181818,115,1.863636364,0.863636364,0,0,0.124866493,0.099432663,0.766369048,-1.071205497,172
21.18181818,274.0454545,100.5,1.636363636,1.136363636,25.68181818,240.2272727,112.4090909,1.227272727,0.863636364,0.090909091,0,0.119276494,0.157613361,1.632867133,0.100671141,173
23.81818182,276.0909091,98.09090909,1.454545455,1,20.27272727,239.0909091,119.7727273,1.772727273,0.772727273,0.090909091,1,0.133144655,0.095420804,-0.416099387,0.665372397,174
23.68181818,254.5454545,138.7727273,1.681818182,1.090909091,26.81818182,288.4090909,101.9090909,1.090909091,1.136363636,0.090909091,1,0.139947925,0.135086253,5.591432225,-0.688956434,175
19.95833333,263.9583333,89.625,1.5,1.125,30.20833333,278.9583333,116.8333333,1.208333333,0.708333333,0,0,0.141781053,0.167527487,-1.939905113,-1.773076923,176
22.66666667,224.9166667,131.1666667,1.041666667,1.041666667,23.25,236.2083333,127.125,1.5,0.833333333,0.166666667,0,0.204766074,0.167852708,0.352049911,-1.229946524,177
21.29166667,252.75,97.79166667,2.083333333,0.875,20.33333333,212.7083333,94.04166667,1.416666667,0.916666667,0.083333333,0,0.183798867,0.072533727,0.391494436,0.794117647,178
20.91666667,215.6666667,108.2083333,1.333333333,0.75,23.75,238.0833333,129.5833333,1.541666667,0.958333333,0.083333333,0,0.110973832,0.094203431,-1.062091503,-1.302793296,179
26,284.375,117.9166667,1.125,1.083333333,23.08333333,245.4583333,114,1.291666667,0.75,0,1,0.234003828,0.144169549,1.418539326,-1.012311902,180
22.95833333,233.0833333,112.6666667,1.166666667,0.916666667,18.875,234.4166667,131.125,1.833333333,1.25,0.083333333,1,0.158350436,0.051175945,-0.202067669,-3.880829016,181
23.08333333,246.0833333,146.4583333,1.541666667,0.791666667,25.16666667,283.2916667,96.95833333,0.916666667,0.916666667,0,1,0.109967003,0.143357893,-2.114397827,1.133333333,182
27.20833333,248.4166667,117.7083333,1.208333333,0.625,20.91666667,282.7916667,107.9583333,1.833333333,1.208333333,0,0,0.209663136,0.14241362,-0.586021505,-1.361370717,183
24.875,244.0416667,115.7916667,1.166666667,0.75,22.5,277.4583333,96.33333333,1.541666667,1,0,0,0.141379542,0.064866141,1.074249605,-0.919806943,184
19.33333333,246.9166667,117.0416667,1.25,1.083333333,25.375,268,110.0416667,0.958333333,0.875,0,1,0.171660465,0.145429195,-0.543374643,1.373333333,185
19.16666667,213.2083333,129.2083333,1.708333333,1.291666667,23.58333333,224.3333333,118.9166667,1.208333333,0.833333333,0.083333333,1,0.163825453,0.12213904,0.070621469,-0.858091576,186
22.41666667,246.0416667,129.875,1.333333333,0.625,16.58333333,215.5833333,99.41666667,1.375,0.916666667,0,1,0.157540449,0.09918419,-1.861445783,-0.619318182,187
19.83333333,205.9583333,134.9583333,1.125,1.083333333,16.16666667,220.6666667,96.04166667,1.375,0.958333333,0.083333333,1,0.157270582,0.203540608,3.100775194,-1.204118174,188
27,282.6666667,134.3333333,1.083333333,0.791666667,23.5,284.9583333,107,1.291666667,1.416666667,0,1,0.1386067,0.089782731,-2.358989424,0.743931088,189
25.45833333,256.4583333,112.2083333,1.041666667,0.75,23.29166667,289.25,109.375,1.333333333,1.041666667,0,1,0.195044276,0.054021829,3.417576106,-2.169570761,190
27.125,274.5,114.1666667,1.166666667,0.75,25.45833333,274.5416667,121.625,1.75,1,0.083333333,1,0.191355483,0.16076803,3.033767147,5.730229592,191
20,250.6538462,115.5384615,1.961538462,0.846153846,25.46153846,245.3461538,118.3846154,1.269230769,0.807692308,0.076923077,0,0.140922632,0.156431487,-2.431506849,-1.267880364,192
20.07692308,239.6153846,113.7692308,1.423076923,0.769230769,21.61538462,214.2307692,133.2307692,1.115384615,0.961538462,0,0,0.218842075,0.259223896,-0.100472813,-0.487465181,193
22.61538462,243.1538462,101.2692308,1.153846154,0.923076923,24.92307692,277.5,117.9615385,1.5,0.884615385,0,0,0.05057533,0.17472494,-1.400771388,2.806912992,194
26.69230769,254.2692308,129.8846154,0.730769231,0.730769231,21.34615385,273.9230769,98.34615385,1.538461538,1.269230769,0.076923077,1,0.075627592,0.256573813,-3.569093611,-0.043763676,195
23.34615385,286.1923077,105.1153846,1.269230769,1.307692308,24.30769231,256.4230769,121.6923077,0.961538462,1.115384615,0.076923077,1,0.141621835,0.206701819,-2.732740586,2.402669633,196
25.23076923,317.2307692,87.15384615,1,1.346153846,28.19230769,272.6538462,135.6538462,1.115384615,0.692307692,0.076923077,1,0.095708446,0.17716189,-0.971370143,-1.997563946,197
23.03846154,236.9615385,126.4230769,1.423076923,0.846153846,18.92307692,244.2307692,92.11538462,1.307692308,0.769230769,0.076923077,1,-0.030986787,0.133180637,1.407263294,-0.822959889,198
22.61538462,267.3076923,99.61538462,1.230769231,1.153846154,23.65384615,245.8846154,144.3076923,1.653846154,0.807692308,0,0,0.211599234,0.151509131,1.851126347,0.347803347,199
22.57692308,232.7692308,119.5384615,1.153846154,1.153846154,20.84615385,239.9230769,108.1923077,1.538461538,1.115384615,0,0,0.157905754,0.195811782,3.453586498,-0.530535653,200
18.88461538,210.4615385,123.3076923,1.576923077,1.076923077,25.07692308,220.6538462,143.3846154,1.307692308,0.769230769,0,0,0.166295316,0.252094963,-0.099916736,1.070574163,201
23.23076923,244.3461538,108.2692308,1.307692308,0.923076923,21,253.1923077,105.8076923,1.692307692,0.846153846,0.076923077,0,0.13194,0.235016078,-1.607445008,0.299465241,202
20.30769231,229.7692308,99.76923077,1.384615385,1.038461538,23.53846154,267.1153846,123.2692308,1.192307692,1.192307692,0,1,0.119019283,0.159586629,0.613207547,-1.34009009,203
23.07692308,261.5384615,106.1923077,1.307692308,0.807692308,22.96153846,234.3461538,140.1923077,1.461538462,1,0,1,0.207630321,0.080345961,7.105943152,-1.828703704,204
21.69230769,244.3461538,86.5,1.192307692,0.884615385,22.76923077,243.4230769,108.6923077,1.615384615,0.653846154,0,1,0.098290232,0.121166334,1.694722475,1.822705492,205
25.23076923,249.3846154,115.3846154,1.115384615,0.576923077,22.69230769,252.1153846,131.1538462,2,0.807692308,0.076923077,0,0.200060793,0.111915182,-0.328371278,3.96353167,206
22.19230769,223.1923077,120.6538462,1.384615385,0.961538462,24.26923077,232.3076923,123,1.423076923,0.961538462,0.076923077,1,0.157155761,0.128471481,1.526586621,1.234511937,207
21.03571429,279.25,114.6428571,1.178571429,1.178571429,26.82142857,266.8571429,104.6785714,0.928571429,0.892857143,0.071428571,0,0.186631376,0.171741964,0.630769231,1.262975779,208
21.25,250.5714286,98.75,1.964285714,0.821428571,23.07142857,216.5357143,106.5,1.142857143,0.75,0.071428571,0,0.145399061,0.151922283,-2.387898433,7.630662021,209
23.78571429,228.3571429,128.25,1.5,0.821428571,20.89285714,237.75,120.25,1.357142857,0.892857143,0,1,0.071032495,0.208184821,-1.002024291,-1.397621071,210
19.07142857,252.5714286,94.42857143,2.142857143,0.964285714,31.75,279.7857143,142.4285714,1.071428571,0.607142857,0,0,0.125394316,0.126098869,0.736754967,-3.165417057,211
26.42857143,256.5,118.1785714,1.035714286,0.857142857,20.60714286,239.7142857,111.75,1.392857143,1.071428571,0,1,0.144312623,0.150155068,-1.16221374,-2.076215506,212
25.21428571,305.6071429,113.3214286,1.25,1.071428571,25.96428571,274.7857143,107.5357143,0.928571429,0.892857143,0,0,0.170799524,0.160772213,-1.583418281,-1.137901861,213
23.89285714,244.8214286,116.4285714,0.964285714,0.892857143,21.67857143,280.4285714,96.85714286,1.321428571,1.035714286,0.071428571,0,0.1297428,0.167648276,-1.348884381,-2.267792521,214
21.53571429,274.1428571,107.7142857,1.821428571,1.071428571,27,236.25,143.3928571,1.571428571,0.5,0,0,0.13971501,0.165701922,5.291666667,-0.361858191,215
20.25,224.7857143,109,1.928571429,1.035714286,22.10714286,218.0714286,115.9285714,1.392857143,0.928571429,0,0,0.057990817,0.142254098,-0.56713524,-1.558603491,216
19.75,223.7857143,132,1.25,0.928571429,24.14285714,255.3928571,121.75,1.321428571,0.892857143,0,0,0.14725,0.263986854,-0.684306569,-1.721854305,217
25.07142857,258.6428571,127.6071429,1,0.75,21.39285714,215.8214286,126.7142857,1.5,0.964285714,0,0,0.205375606,0.20953538,0.301142264,0.303497942,218
24.92857143,254.8571429,122.0714286,1.214285714,0.714285714,20.78571429,260.5714286,103.8928571,1.392857143,0.821428571,0.071428571,1,0.234040444,0.168198868,-1.14530777,-3.356456777,219
25.67857143,274.9642857,115.3928571,1.5,0.928571429,19.78571429,235.9642857,94.21428571,1.428571429,1.178571429,0.142857143,1,0.191285735,0.145770534,-0.652671756,-2.233738385,220
16.57142857,218.0714286,94.5,1.785714286,1.392857143,22.25,211,128.0357143,1.071428571,1.357142857,0.071428571,0,0.130731594,0.146568409,-2.079831933,-2.409533317,221
23.28571429,260.1071429,114.3928571,1.357142857,1.071428571,24.28571429,257.1785714,123.6071429,1.25,1,0,1,0.259946292,0.115534805,-1.283487579,-1.125093914,222
20.28571429,210.3571429,125.9285714,1.214285714,0.75,20.57142857,215.2142857,134.5714286,1.678571429,0.821428571,0.071428571,1,0.147108013,0.113231191,2.21182266,0,223
