Home Scoring,Home Pass Yds,Home Rush Yds,Home Fumbles,Home Ints,Away Scoring,Away Pass Yds,Away Rush Yds,Away Fumbles,Away Ints,Home Field Adv,Target,Home Twitter Sentiment,Away Twitter Sentiment,Home Twitter Rate,Away Twitter Rate,Unnamed: 0
26.5,281.5,98.31818182,1.318181818,0.909090909,23.09090909,251.4545455,112.6818182,1.454545455,1.090909091,0.090909091,0,0.076318137,0.155459975,0.08,2.22361809,
19.31818182,236.3181818,90.68181818,2,1,24.18181818,243.2272727,125.4090909,0.954545455,0.909090909,0.090909091,0,0.161366412,0.166349398,1.551724138,2.093023256,
19.45454545,239.7272727,105,1.5,0.909090909,22.68181818,231.2272727,130.1818182,0.863636364,0.954545455,0.090909091,0,0.098684706,0.140623108,2.753623188,-0.348258706,
22.04545455,226.1363636,104.2272727,1.272727273,1.136363636,18.86363636,236.3181818,110.8636364,1.681818182,1.181818182,0.090909091,1,0.14285,0.105451799,-0.283687943,0.029585799,
19.59090909,253.5,89.18181818,1.772727273,1,20.09090909,221.0454545,113.8636364,1.454545455,0.818181818,0,0,0.139500756,0.056922577,13.21875,2.684563758,
23.68181818,234.8636364,99.36363636,1.045454545,0.545454545,24.09090909,262.3636364,129.3636364,1.090909091,1.045454545,0.090909091,1,0.135677193,0.117015152,13.09090909,5.924170616,
23.04166667,200.8333333,127.6666667,1.375,0.875,23,283.0416667,101.25,1.291666667,1.25,0,0,0.075863636,0.078074627,-1.378378378,0.255905512,
20.08333333,231.5,113.5,1.5,1.291666667,23.41666667,213.25,141.1666667,1.375,0.791666667,0,1,0.198348958,0.163392453,-2.359550562,-0.826446281,
24.54166667,228.7083333,122.4583333,1.333333333,0.958333333,18.58333333,255.875,77.29166667,1.708333333,1.208333333,0.083333333,1,0.208126291,0.0803875,-0.305676856,-2.447698745,
21.91666667,215.2083333,137.9166667,1.458333333,0.958333333,24.29166667,236.7916667,129.25,1.625,1,0,1,0.210641379,0.23868087,1.611570248,-0.912863071,
16.125,218.0833333,101.1666667,1.666666667,1.416666667,25.45833333,230.75,128.7083333,0.916666667,0.916666667,0,0,0.124169112,0.157708553,-0.235294118,1.497326203,
19.70833333,240.4166667,108.9166667,1.541666667,1.375,22.33333333,241.2083333,128.0833333,1.458333333,0.708333333,0,0,0.080665749,0.003267532,4.494584838,-1.028037383,
19.16666667,243.4583333,100.125,1.5,1.208333333,25.375,255.6666667,114.4583333,1.625,0.75,0,1,0.068356548,0.190173566,-1.121323529,1.160714286,
20.5,252,115.4583333,1.291666667,0.958333333,20.79166667,236,93.125,1,0.958333333,0,1,0.078077941,0.146802041,0.027173913,-0.187969925,
22.33333333,276.3333333,101,1.625,1.083333333,19.125,216.6666667,106.6666667,1.5,0.708333333,0,1,0.246979724,0.074146552,-0.512820513,-1.598360656,
23.33333333,277.2083333,103.7083333,1.5,0.791666667,22.83333333,206.2916667,135.2083333,0.958333333,0.708333333,0,1,0.069128704,0.071723016,-1.702586207,0.341296928,
21.04166667,218.2083333,124,1.333333333,0.833333333,18.625,237.3333333,97.04166667,1.25,1,0,0,0.062284827,0.083992169,-2.17462039,1.107954545,
22.20833333,226.0833333,112.75,1.541666667,0.916666667,24.75,273.4166667,115.2083333,1.375,0.75,0,1,0.106144351,0.013754362,-0.894736842,11.08050847,
21.45833333,255.0833333,108.5,1,1.375,23.79166667,241.25,98.20833333,1.416666667,0.875,0,0,0.149065903,0.177719385,0.053380783,-2.135678392,
23.95833333,259,101.5,1.375,1.458333333,28.33333333,270.5,125.9166667,1.75,0.791666667,0,0,0.157388278,0.123476209,0.495652174,5.107816712,
19.75,217.875,112.8333333,1.916666667,1.416666667,23.375,234.3333333,117.4583333,1.458333333,1.125,0.083333333,0,0.111020345,0.064539321,5.406976744,3.669064748,
20.375,238.9583333,114.125,1.166666667,0.791666667,24.20833333,273.9166667,104.9166667,1.166666667,0.75,0,0,0.120386567,0.07669177,1.01744186,-1.852487136,
24.38461538,270.6923077,106.7307692,1.307692308,0.923076923,19.07692308,207.5,100.0769231,1.076923077,1,0,1,0.21018878,0.115943925,-0.359477124,-0.783783784,
19.73076923,234.0384615,108.8846154,1.153846154,0.846153846,21.65384615,221.9230769,135.5384615,1.307692308,0.615384615,0,0,0.106013793,0.071174691,-0.180722892,-1.78913738,
19.76923077,241.4615385,106.2692308,1.153846154,1.384615385,22.30769231,215.2307692,117.8461538,1.576923077,1,0,1,0.070772381,0.085234756,0.737704918,0.04950495,
24.84615385,243.0769231,105.8461538,1.192307692,0.846153846,22.34615385,264.8076923,124.8076923,1.192307692,0.961538462,0,1,0.118666667,0.114295181,1.641791045,-2.053140097,
21.69230769,218.4230769,136,1.307692308,1,19.23076923,214.3846154,106.5,1.769230769,0.884615385,0.076923077,0,0.07323,0.162513445,-0.558139535,0.390070922,
26.07692308,290.6538462,96.26923077,1,1.038461538,23.57692308,208.6538462,149.4615385,1.384615385,1,0.076923077,1,0.134158407,0.12322082,0.992509363,2.21875,
21.88461538,227.5384615,120.3076923,1.730769231,0.653846154,21.23076923,233.6153846,114.9230769,1.230769231,1.269230769,0.076923077,0,0.064002817,0.145401333,-0.235294118,-0.497630332,
20.53846154,231.0769231,107.4615385,1.884615385,0.653846154,21.5,265.1538462,99.92307692,1.384615385,1.192307692,0.076923077,1,0.114749351,0.178567619,-1.798365123,-0.982142857,
24.5,243.0384615,125.9230769,1.384615385,1.576923077,24,239.7692308,120.6153846,2.346153846,0.846153846,-0.076923077,0,0.094905759,0.18548553,3.665283541,-1.193333333,
24.26923077,271.7692308,117.5769231,1.576923077,1.076923077,23.23076923,265.5769231,104.8076923,1.576923077,1.153846154,0,1,0.150257273,0.051872964,-2.436708861,1.511406844,
19.80769231,210.6923077,127.7307692,1.576923077,1.307692308,22.34615385,211.0769231,111.4615385,1.692307692,1.230769231,0,1,0.151570297,0.081356757,-0.987654321,-1.698717949,
19.38461538,242.6153846,96,1.192307692,1.346153846,25.53846154,261.7692308,121.8846154,0.807692308,0.692307692,0,0,0.094691358,0.221947246,-1.0546875,0.061728395,
26.53846154,227.5769231,149.8076923,1.769230769,0.769230769,22.15384615,250.6153846,111.2307692,1.576923077,0.653846154,0,1,0.116331557,0.054895868,-0.329949239,-2.931488801,
20.46153846,224.0769231,104.3846154,1.461538462,0.615384615,18.11538462,236.6923077,101.8846154,1.730769231,1.115384615,0.076923077,0,0.157860944,0.025529348,0.589147287,0.978886756,
23.23076923,238.6923077,114.8846154,0.923076923,0.884615385,22.38461538,272.1923077,103.8461538,1.115384615,1.192307692,0,1,0.25109562,0.096768367,1.754385965,2.101449275,
17.61538462,227.8846154,105.2307692,1.653846154,1.461538462,20.26923077,217.2692308,99.96153846,1.192307692,1.115384615,0,0,0.066757725,0.138287625,9.888268156,2.209507042,
23.46428571,224.5,124.1428571,1.357142857,0.928571429,14.39285714,208.6785714,90.07142857,1.821428571,1.285714286,0.071428571,1,0.085373569,0.105543781,-2.115117892,-0.269230769,
23.25,237.3214286,97.75,1.678571429,1.214285714,25.85714286,258.3571429,124.4285714,1.428571429,1.142857143,0.071428571,1,0.09843431,0.184975477,2.524271845,-0.324074074,
20.42857143,231.1428571,102.8571429,0.892857143,0.964285714,19.46428571,230.9642857,109.1428571,1.392857143,0.964285714,0,1,0.013551064,0.108271471,-0.8125,2.179487179,
20.57142857,244.5357143,111.3214286,1.464285714,1.25,28.53571429,234.1071429,135.5714286,1,0.535714286,0,0,0.155464151,0.258864315,-0.394736842,-2.126623377,
18.03571429,218.6071429,100.4285714,1.642857143,0.928571429,21.25,238.7142857,120.75,1.178571429,0.928571429,0.071428571,0,0.100581206,0.194574295,-0.367647059,-0.085106383,
19.71428571,218.6785714,95.82142857,1.464285714,0.892857143,19.17857143,226.9285714,115.3928571,1.857142857,1.107142857,0,1,0.185895375,0.070281385,-2.167277167,-0.782504013,
20.28571429,235.7142857,114.8571429,1.571428571,1.035714286,20.32142857,233.9642857,99.71428571,1.357142857,0.928571429,0,0,0.09123,0.101852761,-1.256544503,0,
21.57142857,230.8214286,141.3571429,1.142857143,0.75,21.53571429,218.75,111.3214286,1.464285714,0.892857143,0.142857143,1,0.081504089,0.173521368,-0.447761194,-2.865168539,
23.64285714,240.6428571,142.8571429,1.5,1.035714286,22.60714286,267.8928571,104.8928571,1.357142857,1.035714286,0,0,0.000907619,0.105535096,-2.034632035,-2.751824818,
24.82142857,220.5714286,146.6428571,1.857142857,0.928571429,25.39285714,259.1071429,107.9642857,1.214285714,0.821428571,0,0,0.199266447,0.143528022,1.277173913,-1.09375,
19.32142857,216.9642857,92.21428571,1,1.142857143,26.78571429,265.8571429,116.5357143,1.321428571,0.892857143,0.071428571,1,0.112155357,0.082265835,2.714285714,7.64084507,
24.21428571,280.1785714,96.39285714,1.285714286,0.714285714,26.71428571,254.2857143,140.1785714,1.142857143,0.678571429,0.071428571,1,0.055647123,0.147877143,-1.066878981,-0.819672131,
22.17857143,237.5,102.1785714,1.928571429,0.964285714,20.71428571,229.6071429,130.9285714,1.571428571,1.357142857,0.142857143,1,0.196730404,0.053845708,-0.255102041,-2.478052674,
22.96428571,246.0714286,119.8928571,1.285714286,0.607142857,20.32142857,225.3928571,110.8571429,1.071428571,1.357142857,0,1,0.132368376,0.133408837,-1.049382716,1.534653465,
22.82142857,223.9642857,119.8214286,1.357142857,0.642857143,21.96428571,267.2857143,100.9285714,1.392857143,1.357142857,0.071428571,0,0.1329121,0.140631908,14.49186992,7.155555556,
25.92857143,243.3214286,125.6071429,1.535714286,0.785714286,20.82142857,229.5,112.6071429,1.25,1.714285714,0.142857143,0,0.106083459,0.082924194,8.695271454,-3.719512195,
27.5,420.5,77.5,1,0.5,35,310.5,101,1,0,1,0,0.082210475,0.222601449,-2.594799567,-2.760327757,0
20,202,75.5,2.5,1.5,26,210.5,117,1.5,0.5,0,1,0.094638117,0.115787433,-2.921597633,-2.899659864,1
10.5,271.5,54.5,2.5,2,25.5,199.5,166.5,1,0,1,1,0.118967353,0.127037612,-3.639910814,-2.254169063,2
20.5,299,44,2,1,20,258.5,113.5,2.5,0.5,0,1,0.143587772,0.057078236,-2.241112828,-2.022963368,3
23,369,95.5,2,0.5,36,312,95.5,1.5,0.5,1,1,0.126052991,0.12427978,-1.458966565,-2.417022675,4
34,256.5,144.5,2.5,1,13.5,192.5,82,3,1,1,1,0.244302191,0.025102954,-2.57793765,-1.526915114,5
17,185,101.5,2.5,0,25.5,216.5,125,1,1.5,1,0,0.1294444,0.161196423,-3.759469697,-3.140462889,6
30.5,256,100.5,2.5,1,15,112,149,2,0.5,0,1,0.181110807,0.148734483,-0.106288751,-3.233956544,7
24.5,363.5,74,0.5,0.5,21,288.5,87,1.5,0.5,0,1,0.161183081,0.156984454,-3.180535966,-1.570093458,8
22,172,142.5,2,1,22,300.5,66.5,2.5,1.5,1,0,0.101286223,0.137251724,-3.23674476,-3.251833741,9
30,229.5,65,2,0.5,20.5,269.5,64,3,1,-1,0,0.189097749,0.116779112,-2.312186978,-2.739269142,10
27.5,278,132.5,0,1,24,375.5,87.5,1,1.5,1,1,0.206025051,0.128502331,-2.938613111,-1.53024911,11
15.5,306.5,81,2,0.5,36,368.5,136.5,0.5,1.5,0,0,0.078975783,0.176879851,-2.241512346,-2.767584098,12
18.5,258.5,60.5,2.5,1,25,139,164.5,2,0,-1,1,0.157335863,0.13200506,-2.039840637,-2.380106572,13
12.5,264,132,2,0.5,30.5,249.5,162,2,0.5,0,1,0.127108586,0.174657358,-1.015957447,-1.348236116,14
22.5,227.5,155.5,1,0.5,20.5,257,114,1.5,0,1,1,0.146693287,0.132621986,-2.541066041,-1.18287373,15
22.5,324.75,72.25,0.5,1.75,19.25,225.75,124.5,1.25,1,0,1,0.160828088,0.062254307,0.754504505,-3.172635445,16
21.25,264.5,94.75,0.75,0.5,18.25,217.75,94.25,2.5,0.75,0.5,1,0.161159681,0.145219638,1.967213115,-1.668909825,17
21,264,104,1.75,0.25,28,251.5,117,1,0.5,0,1,0.160904215,0.145153861,-2.430257511,1.335616438,18
26.25,292.75,108.25,1.25,0.5,20.75,237.5,124.75,1.25,0.75,0.5,1,0.155933621,0.036707846,1.52360515,-1.979020979,19
23.25,283.5,80,2,0.75,24.5,177.75,93.25,1,0.5,1,0,0.067501828,0.113464855,3.203389831,-1.98757764,20
31,316.5,145.5,1,1.25,28.75,345.5,109.75,0.75,0.75,0,1,0.155505363,0.157645694,1.027149321,-0.988051471,21
26.5,284.25,125.5,2.25,0.25,22.5,223.75,121.5,0.75,1,0.5,0,0.145660287,0.011037096,-0.923003348,0.204498978,22
15,166.5,138,2.25,1.25,30.75,301.25,99.25,1.5,1.25,0,0,0.056133261,0.141200603,0.052447552,0.95709571,23
21.25,220.25,124.25,1.5,1.5,29.25,271.25,101.75,1.75,1.25,1,1,0.136872289,0.101808517,1.638054363,0.680272109,24
33.5,310.75,106.75,1.25,1.5,15.5,178.5,128,1.25,1.25,0,1,0.145034916,0.055998142,-1.217948718,-1.341281669,25
15.5,294.5,88.25,2.5,1,26.75,207.75,142.5,0.75,0.75,0,0,0.186173313,0.122566667,-2.614068441,-0.680628272,26
25,351.75,75,2.25,1,28.5,302.25,113.75,1,0.25,0,0,0.121363909,0.173012811,-0.919211196,-1.124237805,27
15,267.25,85.25,0.75,1,26.5,249.25,100.25,1.5,0.25,0.5,1,0.116562156,0.192978815,1.376518219,1.832425068,28
26.25,283.75,95.5,2.5,1,23.5,261.75,140,2,1,0,1,0.191383857,0.147795812,0.909090909,-1.06141522,29
15.25,192.75,93.5,1,0.25,23,256,115.75,2.25,1.25,0,0,0.148317602,0.178574921,0.353053435,0.413701068,30
21.5,323.25,69.25,2.5,1.25,25.25,277.5,91.25,1,1,1,1,0.113182453,0.110076186,5.699166132,10.83333333,31
14.83333333,246.6666667,103,3,0.666666667,27,274.1666667,139,1,0.666666667,0,0,0.184595824,0.112531878,0.876494024,-3.676050592,32
16.83333333,230.6666667,90.33333333,1.333333333,1.333333333,28.16666667,212.3333333,141,1.166666667,0.833333333,0.333333333,1,0.141685466,0.07823272,-1.649694501,1.557093426,33
19.16666667,273.1666667,95.5,3.333333333,1.333333333,28,294.8333333,69.83333333,1.666666667,0.833333333,0,0,0.165652941,0.184907227,-3.261390887,1.689750693,34
17.33333333,196.5,87.66666667,1.5,1,19.83333333,258.5,90.16666667,1.5,0.666666667,0,0,0.219830769,0.018608477,-0.15625,3.985294118,35
21.66666667,248.5,106.1666667,1,1.333333333,27.83333333,241.6666667,121.5,1.166666667,0.833333333,0.333333333,1,0.068627562,0.181533086,-3.047520661,1.636636637,36
21.66666667,249.6666667,122.3333333,2.333333333,1.5,24.5,193.6666667,100.5,1,0.5,0.333333333,0,0.129463027,0.147233605,-0.797653959,1.636597938,37
19.5,225.6666667,112.5,1.666666667,1,27.66666667,277,91.66666667,0.666666667,0.833333333,0.333333333,0,0.11777554,0.188979442,-1.41959799,0.396659708,38
24.16666667,226.5,118.6666667,0.333333333,0.5,19,282.3333333,95.66666667,1.666666667,1.166666667,0,1,0.088293034,0.14002225,-0.418918919,-0.094494659,39
21.33333333,269,85.33333333,2.666666667,0.666666667,21.5,316.3333333,96.66666667,1,1,0,1,0.175248083,0.14437567,-1.274356976,-1.477495108,40
17.83333333,222.1666667,92.16666667,1.666666667,1,21.16666667,255.5,96.16666667,1.333333333,1,0,0,0.163758873,0.13521378,-1.206349206,-1.483050847,41
19.83333333,276.5,98.66666667,2.666666667,1,21.16666667,271.5,110.6666667,0.333333333,1,0,0,0.199823493,0.164266948,10.5333998,-0.425671251,42
23.83333333,322.6666667,101,0.833333333,1.333333333,20.33333333,246.5,120.5,0.833333333,0.833333333,0,1,0.080477212,0.059729492,-0.305084746,0.763888889,43
28.5,291.1666667,138.3333333,1,1,31,377.3333333,111.5,0.833333333,1.333333333,0,0,0.197837311,0.134476858,4.148706897,0.96792669,44
26.83333333,277.5,104.5,1.333333333,0.166666667,22,304.1666667,65.5,1.833333333,1.333333333,0.333333333,1,0.21442169,0.089882394,-0.275319567,-1.03030303,45
24.33333333,236.5,132.1666667,1.333333333,1.166666667,20.5,281.6666667,83,1.666666667,1.5,0.333333333,1,0.138643363,0.096296264,3.248484848,-0.572384642,46
24,247.3333333,102.6666667,1.833333333,1.166666667,17.66666667,234,102,2.166666667,0.5,0,1,0.20127752,0.036584984,2.810650888,5.374331551,47
15,257.25,90.75,1.375,1.25,20,228.25,93.125,0.75,0.375,0.25,1,0.09107052,0.155040934,-0.129815745,-1.963993453,48
14.125,178.625,106.75,1.75,0.875,20.625,239.25,111.125,0.625,1.125,0,0,-0.007086758,0.169945899,-0.245614035,4.365079365,49
27.5,265.5,142.25,0.875,0.75,22.625,233.875,143.75,1,0.875,0,0,0.056035833,0.088517321,-0.044247788,2.73557126,50
23.625,227.5,106.5,1.375,0.75,19.625,221.25,121.875,1.625,1,0,0,0.195093865,0.146203368,-3.462199313,-0.516717325,51
23.375,313.875,99.625,0.75,0.875,28.625,283.5,131.375,1.375,0.75,0,0,0.155757906,0.185406864,-0.375,-0.570599613,52
29.25,248.625,138.25,0.625,0.75,24.625,281.875,146.5,1.625,1.625,0,1,0.18787528,0.076644654,-2.664027149,-0.495464061,53
24.875,255.75,96.25,0.875,0.5,18.125,241.25,92,1.75,1,0.25,0,0.157037757,0.04095674,-1.49964209,-1.213389121,54
20.5,235.625,131.25,0.875,0.75,22.75,283.125,92.875,1.5,0.875,0,1,0.066050638,0.157428524,-0.052770449,1.246790757,55
21.375,242.375,97.125,1.875,0.375,19.875,272.25,95.5,1.625,1.25,0.25,1,0.161957689,0.237519253,2.203883495,-2.613636364,56
28.75,290.625,126.625,0.75,1.375,24.75,314,89.875,1.625,1.5,0.25,1,0.204453619,0.08222055,-0.393474088,0.590692124,57
20.75,222.125,94.125,1,1.25,25.25,305.25,102.375,1.5,1,0.25,0,0.108589895,0.135799265,0.089058524,-2.02166065,58
23.375,320.125,85.375,1.25,1.5,31.625,306.25,103.375,1.125,1.125,0.25,0,0.090757743,0.200519179,1.325301205,0.639958377,59
29.125,313.125,99.375,1.5,0.75,21.25,237.625,104.625,2,1.375,0.5,1,0.212695995,0.172834667,6.071428571,3.624476987,60
24.6,247.8,126.4,1.3,0.8,18.1,212.8,85.3,1.6,0.2,0.2,1,0.140432673,0.164881236,-0.988700565,-0.460893855,61
23.6,251.9,117,1.2,0.9,24.6,313.1,102.9,1,1.2,0.2,1,0.115795982,0.155890775,-1.438095238,1.081081081,62
21.7,255.7,105.4,0.8,1.2,14.8,177.8,114.7,1.5,0.7,0.2,1,0.18595856,0.090902667,-0.808254514,0.092250923,63
24.7,292.8,111.1,1.1,1.7,28.7,263.2,130.2,1.4,1,0.2,1,0.103597512,0.220097295,-0.700408998,0.956416465,64
31.425,289.85,139.375,1.275,0.675,16.85,268.05,84.15,2.1,1.125,0.35,1,0.209482034,0.085505295,-1.042435424,2.966101695,65
23.7,286,86.1,1.7,1.2,23.1,219,116,1.5,0.8,0.2,0,0.200109039,0.18182371,-2.297802712,1.617250674,66
23.575,237.825,133.475,1.025,0.925,20.375,261.55,125.05,2.75,1.275,-0.1,0,0.125722588,0.069451676,6.517719569,0.154918668,67
25.225,216.675,143.15,1.125,0.775,22.55,280.9,104.275,1.35,0.875,0.35,1,0.187732398,0.108474545,-2.329653597,2.877758913,68
24.375,234.925,114.775,1.5,0.875,19.825,253.075,102.65,1.675,1.25,0.1,1,0.123106051,0.097775804,0.044085231,1.726190476,69
21.2,251.9,109.2,1,0.9,28.2,311.8,119.4,1.3,0.7,-0.2,1,0.171186076,0.186313456,1.011904762,-0.010917031,70
29.125,312.9,95.175,0.6,1.1,24.275,337.3,96.575,1.9,1.575,0.1,1,0.173940157,0.14512025,-0.098958333,5.112068966,71
21.3,267.9,88.9,1.2,1,23.3,232.8,147.8,1.2,0.6,0,1,0.128157835,0.108498007,-1.043056398,-0.173333333,72
25.1,275.1,91.85,1.15,0.75,21.125,238.675,125.025,1.2,1.325,0.1,1,0.09654725,0.139242515,0.638562789,7.238955823,73
20.83333333,261.2333333,86.8,1,0.9,21.15,248.6833333,115.5833333,0.916666667,1.016666667,0.1,0,0.162062599,0.159525157,2.169811321,-1.780973451,74
21.5,264.5,119.6,1.6,1,23.3,252.3,104.3,1.1,0.9,0.2,0,0.103424167,0.088460894,-3.240360952,18.9,75
22.98333333,208.8333333,97.21666667,1.016666667,0.916666667,22.91666667,261.6833333,127.4,1.9,1.45,0.1,1,0.145870337,0.095166572,-0.272870662,10,76
21.3,259.9,89.7,1.4,0.8,21.1,218.7,106.4,1.5,0.8,-0.2,1,0.103036391,0.111690148,-1.934267241,10.13812155,77
19.38333333,271.4166667,113.1666667,1.816666667,1.25,23.18333333,239.9,125.0666667,1.366666667,1.15,0.1,1,0.177600166,0.089349672,1.172839506,-2.140468227,78
20.41666667,269,116.8333333,1,0.833333333,24.25,267.3333333,109.4166667,1.75,0.75,0,0,0.257056463,0.187423849,0.97359736,0.233716475,79
27.08333333,292.9166667,94.16666667,1.5,1.083333333,20.75,231.6666667,119.75,1.083333333,1.166666667,0,0,0.155534404,0.18620989,-0.869377163,-0.50802139,80
18.1,217.3833333,107.9166667,1.45,0.783333333,22.01666667,272.7333333,120.5666667,0.983333333,0.9,0.1,0,0.148080201,0.173687508,12.40046237,1.394871795,81
19.58333333,253.8333333,112.5,1.083333333,1.083333333,28.5,314.5,90.5,0.833333333,0.833333333,0,0,0.108986144,0.199227763,4.08839779,1.381118881,82
25.2,293.5,123.3,2,1.2,17,249.1,83.6,2,0.8,0.2,1,0.143061365,0.117523594,-2.557544757,-0.085106383,83
28.33333333,236.25,139.8,1.166666667,0.833333333,20.2,244,120.2833333,1.283333333,0.916666667,-0.1,0,0.143432734,0.125745928,4.37277263,4.915254237,84
28.33333333,312.9166667,122.25,1,0.916666667,21.25,244.9166667,96.58333333,1.083333333,0.416666667,0.166666667,1,0.118319053,0.14274072,2.253829322,1.307692308,85
13.1,193.55,99.63333333,2.3,1.1,25.8,238.8833333,118.3,1.15,0.9,0.1,1,0.092935946,0.137590956,5.362318841,-0.757465404,86
15.95238095,241.452381,104.3571429,1.833333333,0.535714286,31.32142857,295.5952381,154.9880952,0.952380952,0.904761905,-0.071428571,1,0.144120833,0.118635257,-1.677489177,0.113122172,87
25.66666667,262.5,110.5833333,1.25,0.75,16.58333333,234.25,91.91666667,2.416666667,1.166666667,0,1,0.090928728,0.17377837,-1.935622318,1.889577797,88
25.4047619,265.2142857,107.5952381,1.154761905,0.714285714,19.17857143,220.2142857,109.3214286,1.130952381,0.714285714,-0.071428571,1,0.100734818,0.09724867,-1.616541353,2.37804878,89
25,283.6666667,104.3333333,1,0.583333333,19.75,256.5833333,119.9166667,2.083333333,1.166666667,0,1,0.09829114,0.087390422,4.001189061,2.552447552,90
22.92857143,240.2142857,121.6428571,0.714285714,0.857142857,15.35714286,185.5714286,111.6428571,1.714285714,1,0.142857143,1,0.120625866,0.167121782,1.340206186,-0.821678322,91
24.57142857,298.2142857,108,0.928571429,1.071428571,23.64285714,214.5,143.2142857,1.071428571,0.571428571,0,0,0.183661985,0.061063911,0.68,-0.668693009,92
25.33333333,242.3333333,129.25,1.416666667,1,21.91666667,271.8333333,121.25,1.166666667,1.833333333,0,1,0.175528571,0.052486133,3.99898374,-0.321637427,93
20.03571429,211.0833333,121.8809524,1.392857143,1.297619048,26.77380952,272.1547619,105.6071429,1.535714286,0.535714286,0.071428571,0,0.181556101,0.168709831,-3.467573222,0.382198953,94
23.91666667,187.3333333,125.5,1.5,0.5,16.16666667,255.5,82.91666667,1.666666667,1,0.166666667,1,0.193122576,0.11699901,3.935845214,-0.149384886,95
22.03571429,307.6190476,109.6785714,0.916666667,1.095238095,24.13095238,274.3214286,115.5714286,0.464285714,0.80952381,0.071428571,1,0.111750245,0.155469619,1.760224539,4.139213603,96
17.33333333,206.25,85,1.75,0.666666667,22.08333333,248.4166667,105,1.083333333,0.916666667,0.166666667,0,0.137798256,0.18387642,-2.618613139,12.94014085,97
22.75,264.0833333,119.8333333,1.5,1.5,24.5,270.4166667,121.75,1.666666667,1.25,0.166666667,1,0.120612291,0.109398337,6.018031555,4.511343805,98
20.08333333,185.3333333,125.5,0.75,1.083333333,24.25,263.9166667,121.9166667,1.333333333,1.666666667,0.166666667,1,0.185699013,0.103743313,2.222222222,-1.04040404,99
19.20535714,241.0803571,100.2767857,1.473214286,0.955357143,27.03571429,254.7142857,128.3571429,0.785714286,0.758928571,0.053571429,0,0.211762416,0.142611401,-1.247933884,6.086309524,100
22.71428571,270.8571429,108.7857143,1.571428571,1.214285714,19.35714286,242.9285714,85.78571429,1.428571429,1,0,1,0.141710331,0.104341603,-2.78440367,-1.149425287,101
25.92857143,229.6428571,133.7142857,1.071428571,1.357142857,22.78571429,249.0714286,106.2142857,1.285714286,1.428571429,0,0,0.191208641,0.108515201,-0.508187465,4.704704705,102
15.92857143,261.8571429,84.35714286,1.928571429,1.5,23.28571429,213.9285714,129,1.785714286,0.571428571,0.142857143,0,0.089971949,0.195527425,-0.36875,-2.532763533,103
28.32142857,311.4821429,120.4017857,1.035714286,1.125,21.16964286,244.6339286,112.1339286,0.991071429,0.964285714,0.339285714,1,0.149554788,0.182826757,-1.408554572,2.859116022,104
21,238.7142857,117.0714286,1.142857143,0.785714286,19.78571429,242.5,119.5,1.5,1.5,0,0,0.168895671,0.086098614,-1.591715976,-2.114197531,105
22.875,225.2321429,134.5803571,1.223214286,0.598214286,16.70535714,218.7589286,92.47321429,1.491071429,0.982142857,0.071428571,1,0.184129793,0.018651606,-0.731707317,1.612318841,106
25.71428571,239.7857143,138.5,1.357142857,0.928571429,22.21428571,239,121.3571429,1.5,1.071428571,0,0,0.122487509,0.06632823,-1.003802281,-0.401023891,107
18.71428571,239,77.14285714,1.428571429,0.642857143,22.57142857,233.7857143,116.3571429,0.785714286,1.071428571,-0.142857143,0,0.163935698,0.153646408,0.013888889,-2.953876349,108
23.92857143,244.3571429,132.5714286,1.5,1.071428571,19.28571429,260,109.5,1.714285714,0.571428571,0.142857143,1,0.204853741,0.134196907,-4.678862224,1.57980456,109
21.57142857,301.7142857,109.0714286,1.428571429,1.714285714,27.78571429,267.9285714,108.7857143,0.642857143,0.857142857,0,0,0.045423367,0.182369749,-0.765306122,5.438356164,110
26.14285714,295.8571429,121.2857143,1.285714286,1.142857143,23.85714286,320.1428571,93.28571429,0.928571429,1,0.142857143,0,0.112936615,0.106898796,-2.159883721,-0.142007926,111
18.85714286,246.0892857,102.2589286,1.785714286,0.9375,21.90178571,219.7589286,103.0625,1.178571429,0.553571429,0.071428571,0,0.138486798,0.11505072,3.152431791,8.592436975,112
23.5,284.1428571,144.2857143,1.428571429,1.357142857,23,236.2142857,116.5,1.142857143,1,0.142857143,0,0.149431973,0.181905514,-0.574497102,5.39897511,113
25.9375,284.25,125.875,1.3125,1.3125,24.25,215,135.9375,1,1.3125,0.125,0,0.051445161,0.135831149,-1.054216867,-3.296860133,114
17.90972222,225.9583333,94.78472222,1.118055556,1.236111111,25.36111111,262.7777778,143.7430556,1.076388889,0.833333333,-0.069444444,0,0.138841494,0.166963789,-1.845342707,0.714285714,115
24.9375,281.125,145,1.1875,1.125,21.5,235.1875,109.9375,1.5,1.0625,0,0,0.083085746,0.158978798,-3.11825886,-3.110925771,116
22.0625,281.0625,120.75,1.5,1.5,24.8125,244.9375,118.6875,0.9375,1.25,0.125,1,0.153681737,0.169017749,0.641821946,-2.900691389,117
17.29861111,203.5486111,105,1.104166667,0.770833333,21.84722222,206.1458333,132.5555556,1.506944444,0.722222222,0.055555556,0,0.102332028,0.091171133,-0.583700441,1.464435146,118
